emp_prse,jobs_1000,locquotient,h_mean,a_mean,mean_prse,h_median,a_median
13.3,.142,1.09,24.32,"50,590",11,21.8,"45,350"
5.1999998,2.6819999,.88999999,26.03,"54,150",5.7,26.27,"54,640"
3.0999999,.74599999,1.01,45.8,"95,270",4,45.43,"94,490"
1.1,.131,2.1600001,23.92,"49,750",1.7,23.71,"49,320"
2.5999999,5.2470002,1.13,34.32,"71,380",1.3,34.92,"72,630"
17.4,.030999999,.34999999,22.33,"46,440",4.6,22.22,"46,230"
17,.116,1.61,15.51,"32,260",2,14.93,"31,060"
6.5999999,15.024,1.9400001,11.95,"24,860",1.6,11.14,"23,180"
7.9000001,.51300001,.95999998,12.53,"26,070",3.8,12.71,"26,430"
7.1999998,.88,.86000001,15.75,"32,750",3,14.61,"30,390"
2.3,.89399999,.94,16.84,"35,020",4.4,15.23,"31,680"
10.2,1.011,1.1,27.86,"57,960",2.8,26.03,"54,140"
4.4000001,6.8319998,1.05,18.53,"38,540",2.2,17.04,"35,440"
20.700001,1.488,.41999999,11.33,"23,560",3.3,10.88,"22,630"
9.1000004,1.434,.50999999,13.84,"28,790",2.1,13.55,"28,180"
4.4000001,11.687,1.3099999,13.5,"28,090",1.1,13.32,"27,700"
27.4,.60600001,.5,14.17,"29,470",13.7,10.9,"22,680"
38.599998,.182,1.63,12.89,"26,800",5.5,12.71,"26,440"
7.0999999,7.1900001,1.23,11.62,"24,170",2,10.92,"22,720"
6.9000001,4.3870001,1.02,13.19,"27,440",3.2,9.48,"19,720"
5.1999998,24.122,.95999998,9.86,"20,510",1,9.23,"19,210"
14.7,5.0320001,1.5,10.1,"21,010",2.2,9.29,"19,320"
3.5,22.143,1.22,13.31,"27,680",2.1,10.14,"21,080"
8.1000004,1.732,.93000001,10.71,"22,280",1.5,9.61,"19,990"
9.3999996,4.0549998,1.3200001,10.26,"21,340",1.7,9.28,"19,300"
7.4000001,4.7410002,1.34,10.19,"21,200",1,9.74,"20,260"
12.6,3.6489999,1.25,10.85,"22,560",3,9.75,"20,280"
38.599998,.38299999,.97000003,13.54,"28,160",8.6,10.93,"22,740"
10.6,1.351,1.24,18.04,"37,530",2.3,15.98,"33,230"
7.0999999,.884,1.26,24.76,"51,500",3.5,22.14,"46,060"
4.9000001,15.899,1.05,11.23,"23,350",1.3,10.2,"21,230"
5.6999998,9.3249998,1.4400001,10.92,"22,720",0.9,10.58,"22,010"
12.1,.90600002,1.72,15.66,"32,570",6,14.23,"29,600"
3.5,8.0939999,1.26,12.74,"26,490",1.6,11.94,"24,840"
21.799999,.257,1.41,16.32,"33,950",3.2,15.51,"32,260"
34.900002,.15000001,.69999999,22.31,"46,400",4.3,21.62,"44,980"
6.5,1.3789999,.92000002,21.4,"44,510",3.4,19.14,"39,810"
30,.183,1.8200001,23.35,"48,570",24.9,14.2,"29,550"
13.4,1.464,1.1,12.59,"26,190",2.9,11.77,"24,470"
25.299999,.66500002,1.01,10.46,"21,750",3.3,9.29,"19,320"
35.099998,.093000002,1.1799999,13.06,"27,150",5.6,11.49,"23,900"
25.5,.075000003,1.88,11.81,"24,560",3.8,11.16,"23,220"
17.700001,.926,1.0599999,9.35,"19,460",2.7,9.06,"18,840"
5.8000002,2.303,1.0599999,11.85,"24,640",1.9,10.81,"22,470"
22.5,.015,.31999999,22.5,"46,800",2.7,21.74,"45,210"
11.4,.227,1.8,13.47,"28,010",5.8,12.24,"25,460"
27.700001,.067000002,1.77,18.07,"37,590",12,13.85,"28,810"
34.5,.015,.50999999,20.36,"42,350",4.4,20.33,"42,280"
20.5,.30700001,1.25,12.2,"25,390",3.8,11.61,"24,150"
22.799999,.18099999,1.02,29.49,"61,340",7.6,25.68,"53,420"
8.1999998,2.8559999,1.16,16.39,"34,090",5,12.21,"25,400"
15.9,.016000001,.63999999,21.09,"43,870",4.9,21.06,"43,800"
32.200001,.42899999,.58999997,11.98,"24,920",6.4,11.23,"23,370"
33.599998,.18000001,1.92,10.4,"21,630",3.2,10.26,"21,330"
24.4,.48699999,1.55,16.26,"33,810",6.8,13.65,"28,380"
23.6,.93199998,3.1199999,11.03,"22,940",3.5,9.55,"19,870"
20.1,.67299998,2.6800001,13.97,"29,070",1.4,13.51,"28,090"
22.5,.17299999,.52999997,13.03,"27,100",3.6,12.22,"25,410"
12.5,4.7290001,1.2,10.77,"22,410",1.7,9.97,"20,740"
12.2,1.87,.13,11.63,"24,190",2.6,10.98,"22,830"
7.5,1.727,.88,18.57,"38,620",4.5,16.84,"35,020"
9,2.5050001,1.01,13.1,"27,250",1.5,11.65,"24,230"
15.7,.54299998,.69999999,13.22,"27,490",2.4,12.61,"26,220"
19.200001,.74400002,1.87,12.15,"25,280",2.5,11.32,"23,540"
2.8,9.6630001,1.15,22.79,"47,400",2.2,20.09,"41,790"
4.3000002,2.983,1.6900001,43.87,"91,250",2.3,36.61,"76,140"
4.0999999,27.184999,1.09,10.14,"21,080",0.7,9.4,"19,560"
29.799999,.331,1.96,13.35,"27,770",3.5,12.59,"26,180"
6.1999998,3.1229999,1,14.67,"30,520",2.2,13.55,"28,190"
9.1999998,1.541,.87,14.46,"30,070",3.2,12.97,"26,980"
2.3,41.599998,1.33,12.62,"26,250",1.6,10.45,"21,740"
5,3.849,1.42,34.44,"71,640",5.8,27.32,"56,820"
4.9000001,4.3579998,1.59,42.72,"88,860",4.3,30.19,"62,800"
7.4000001,1.626,3.4400001,19.68,"40,930",4.9,17.45,"36,300"
4,9.8120003,1.39,26.57,"55,260",1.7,22.55,"46,900"
8.6000004,3.063,1.33,41.55,"86,410",4.2,37.01,"76,990"
3.2,14.45,1.48,28.24,"58,740",2.3,22.75,"47,320"
28.799999,.46799999,.79000002,12.23,"25,450",5,10.86,"22,580"
21.4,.36500001,1.28,40.28,"83,770",12,31.27,"65,040"
10.2,2.497,2.4100001,27.31,"56,810",7.5,18.5,"38,480"
20,.178,.36000001,51.69,"107,510",5.5,49.09,"102,100"
10.7,3.4430001,2.5899999,12.21,"25,400",4.5,10.93,"22,740"
15.8,.53500003,.81,18.04,"37,530",5,15.32,"31,860"
2.3,12.405,1.21,27.33,"56,850",0.9,25.58,"53,200"
14.6,.708,1.25,13.55,"28,180",2.3,12.92,"26,870"
9,2.1989999,1.15,19.63,"40,840",2,18.35,"38,170"
5.0999999,3.592,1.08,17.42,"36,230",1.1,16.98,"35,330"
3.5999999,11.761,1.09,19.53,"40,630",0.8,18.59,"38,660"
26.4,.115,.95999998,11.89,"24,730",4.1,11.46,"23,840"
8.3999996,.85100001,.79000002,20.57,"42,790",2.7,20.28,"42,190"
8.6000004,.29800001,.60000002,19.66,"40,900",1.9,19.46,"40,490"
5.6999998,3.5020001,1.02,14.76,"30,700",1.6,14.4,"29,950"
36.400002,.148,.64999998,22.09,"45,950",2,22.12,"46,020"
12.4,.65600002,1.59,24.77,"51,510",2.6,23.78,"49,460"
2.0999999,.78899997,.83999997,19.63,"40,820",3.2,18.67,"38,840"
26.799999,.22,.91000003,17.46,"36,310",4.6,16.25,"33,790"
3,27.099001,1.4,15.72,"32,700",0.9,14.59,"30,340"
7.5999999,.34799999,.34999999,18.81,"39,120",1.8,18.68,"38,860"
7.3000002,2.178,2.6099999,16.04,"33,360",3.7,15.3,"31,820"
4.9000001,1.994,1.12,11.98,"24,910",1.7,11.44,"23,800"
10.3,.97500002,.73000002,17.5,"36,390",3.5,16.78,"34,900"
6.1999998,.50300002,.75999999,13.21,"27,480",3.3,12.54,"26,070"
12.3,1.197,.75,19.92,"41,430",2.2,19.82,"41,220"
28.299999,.048999999,.17,22.82,"47,460",5.4,21.44,"44,590"
10.2,.89600003,.75999999,14.94,"31,080",2.5,14.29,"29,730"
6.4000001,.79900002,.85000002,18.21,"37,890",1.2,18.07,"37,590"
3.3,10.73,1.51,14.08,"29,290",1.3,13.58,"28,240"
12.4,2.655,2.55,16.88,"35,110",5.2,14.15,"29,430"
5.1999998,1.631,1.4400001,18.4,"38,280",1.8,17.61,"36,630"
11.8,1.191,1.89,20.35,"42,330",5.4,18.86,"39,230"
16.6,.57700002,1.0700001,15.9,"33,070",2.6,14.71,"30,600"
5.1999998,.68699998,1.03,24.61,"51,190",1.7,24.52,"51,000"
6.4000001,1.42,1.02,17.98,"37,400",2.7,16.63,"34,590"
16,.124,.51999998,16.65,"34,630",1.9,15.57,"32,390"
0,.41,.70999998,25.16,"52,320",2.2,28.15,"58,560"
0,2.234,.94999999,24.56,"51,090",1.9,28.77,"59,840"
0,.76700002,.98000002,24.59,"51,140",2.7,27.53,"57,260"
6.0999999,1.1799999,.5,22.28,"46,330",1.5,21.03,"43,750"
5,4.9419999,1.05,14.92,"31,040",1.2,13.99,"29,100"
3.8,17.917999,1.25,12.49,"25,990",0.9,11.39,"23,700"
16.799999,.329,.64999998,16.42,"34,150",2.6,16.66,"34,650"
3.8,4.0159998,.95999998,26.8,"55,750",1,26.39,"54,890"
12.2,1.595,1.22,22.2,"46,180",5.5,20.95,"43,570"
7.1999998,2.747,.68000001,16.69,"34,720",1.4,16.4,"34,100"
2.8,20.099001,1.27,17.32,"36,020",0.9,16.65,"34,640"
17.6,.205,.72000003,*,*,*,*,*
7.3000002,1.793,1.42,14.54,"30,250",1.5,13.84,"28,780"
18.799999,.391,.85000002,15.87,"33,010",4.3,15.28,"31,780"
15.6,.039999999,.47,20.65,"42,940",10,16.86,"35,080"
8.6999998,1.64,.83999997,17.66,"36,730",1.4,17.32,"36,030"
11.6,.38499999,.63999999,13.98,"29,080",1.9,13.51,"28,100"
2.9000001,23.35,1.12,15.28,"31,780",0.9,14.05,"29,230"
14.9,.36899999,.95999998,15.4,"32,030",3.8,14.6,"30,380"
20.200001,.024,.30000001,16.85,"35,040",4.1,15.39,"32,020"
9,1.117,.75999999,18.98,"39,480",2,17.86,"37,140"
26.4,.109,.75,20.29,"42,200",4.7,18.89,"39,300"
10.5,.048999999,.5,20.36,"42,350",5.9,21.14,"43,980"
37.400002,.237,.85000002,9.24,"19,210",1.2,9.12,"18,980"
12.9,1.2309999,.62,10.02,"20,850",2.4,9.23,"19,200"
33.299999,.077,.31,12.2,"25,370",7,11.64,"24,200"
4,4.1209998,1.0599999,32.91,"68,450",1.6,30.29,"63,010"
18.700001,.28200001,.62,20.85,"43,370",6,21.09,"43,870"
6.5,4.8060002,.99000001,19.28,"40,100",2.2,18.47,"38,420"
45.5,.078000002,.43000001,15.95,"33,180",12.3,14.17,"29,470"
28.6,.49700001,1.8200001,18.95,"39,420",6.5,18.26,"37,990"
14.9,1.1,.88,18.21,"37,870",1.9,17.69,"36,800"
5.6999998,6.3499999,.94,14.93,"31,060",1.6,14.18,"29,500"
26.200001,.34,.97000003,16.51,"34,340",3.2,15.76,"32,790"
29.1,.041999999,1.6,24.13,"50,180",3.2,25.48,"52,990"
9.8999996,1.364,.52999997,20.14,"41,890",2,18.96,"39,440"
14.5,.551,.81,17.61,"36,630",5.9,16.77,"34,880"
7.0999999,3.987,.89999998,21.87,"45,480",4.9,20.6,"42,850"
28.4,.43200001,1.3,17.74,"36,890",4.9,17.22,"35,810"
22.799999,.15000001,.69,17.55,"36,510",3.4,16.07,"33,420"
9.3000002,.112,.63999999,17.36,"36,120",3.9,17.07,"35,500"
8,2.115,1.36,15.98,"33,250",2.5,15.91,"33,100"
20.6,.30000001,1.1,19.87,"41,340",6.4,18.37,"38,210"
7.9000001,2.5869999,.86000001,21.76,"45,260",3.8,20.91,"43,500"
39.900002,.212,1.25,18.08,"37,610",4.2,17.66,"36,720"
45.5,.14300001,1.1,18.1,"37,640",3,17.64,"36,690"
8.6999998,1.613,1.9,16.95,"35,260",3.3,16.76,"34,860"
25.200001,.95200002,1.02,19.66,"40,900",2.5,19.4,"40,350"
34.700001,.264,.50999999,19.74,"41,060",5.8,18.22,"37,890"
30.4,.18099999,1.05,12.19,"25,360",3.5,11.71,"24,370"
25.1,.31999999,1.35,13.09,"27,230",3.9,13.12,"27,280"
16.700001,.875,1.72,14.98,"31,160",3,14.9,"30,980"
39.099998,.164,2.1199999,11.67,"24,270",6.3,11.45,"23,810"
29.9,.57200003,1.49,14.45,"30,050",4,13.97,"29,050"
47.5,.066,.99000001,*,*,*,*,*
32.299999,.161,.99000001,13.08,"27,200",10,12.98,"26,990"
12.4,.921,1.33,31.69,"65,920",3,31.8,"66,130"
23.9,.32800001,1.91,31.12,"64,740",7.9,32.54,"67,680"
34.200001,.123,.81999999,19.68,"40,930",9.3,20.37,"42,380"
35.599998,.21799999,.72000003,17.66,"36,740",4.8,17.33,"36,050"
11.6,.205,.2,17.93,"37,290",1.4,17.19,"35,760"
44.599998,.082999997,.79000002,19.92,"41,420",2.9,19.96,"41,520"
27.200001,.116,.63,17.55,"36,500",4.7,16.96,"35,270"
21,1.165,4.7800002,19.53,"40,610",2.4,19.18,"39,890"
42.400002,.114,.93000001,19,"39,510",7.2,17.71,"36,840"
4,3.3080001,1.02,31.12,"64,730",1.3,29.32,"60,980"
12.6,.66600001,.94,17.6,"36,600",5.1,16.09,"33,460"
34.700001,.048999999,.44999999,28.03,"58,290",4.8,28.94,"60,190"
7.9000001,1.938,1.1799999,26.64,"55,400",2.6,26.13,"54,350"
31.5,.303,2.3199999,28.18,"58,610",3,28.43,"59,130"
40,.046999998,.38999999,17.81,"37,050",7.7,17.36,"36,110"
10.9,.124,1.4299999,29.82,"62,020",4.8,30.14,"62,680"
8.6000004,.27200001,.60000002,26.61,"55,340",3.3,27.32,"56,830"
38.700001,.044,.55000001,18.12,"37,680",2.4,17.57,"36,550"
29,.42399999,2.3399999,19.37,"40,290",4.6,19.86,"41,300"
19.200001,.81699997,1.67,20.23,"42,080",3.2,19.06,"39,650"
14.2,2.52,2.73,26.03,"54,140",5.3,24.63,"51,240"
8,1.169,1.16,18.87,"39,240",3.2,17.44,"36,280"
45.599998,.182,1.28,16.4,"34,100",16.9,13.69,"28,470"
4.8000002,5.211,1.16,20.07,"41,750",3,18.05,"37,540"
6.8000002,1.217,.67000002,24.98,"51,950",3.6,24.83,"51,640"
20.9,.085000001,.34999999,18.82,"39,150",4.4,18.07,"37,590"
11.6,.58499998,.63,22.94,"47,720",2.7,22.44,"46,680"
32.299999,.059999999,.34999999,32.31,"67,200",5.6,33.84,"70,390"
18.9,.54100001,3.6500001,21.89,"45,530",4.5,20.28,"42,170"
44.799999,.029999999,.27000001,19.08,"39,680",5.9,16.53,"34,390"
19,.169,.76999998,20.58,"42,810",2.7,19.22,"39,970"
16.299999,.80500001,1,11.85,"24,640",6.5,10.3,"21,420"
38.099998,.109,.74000001,22.25,"46,280",8.8,22.17,"46,110"
11.1,.116,.34999999,25.46,"52,960",3.5,24.01,"49,950"
8.1000004,2.8800001,1.34,21.12,"43,920",2.4,19.98,"41,560"
24.9,.31400001,1.39,18.61,"38,720",5.8,15.7,"32,660"
6.0999999,1.27,.52999997,22.93,"47,690",2.1,22.03,"45,830"
19.4,.13,.22,19.1,"39,730",4.3,18.42,"38,310"
39.700001,.023,.079999998,19.09,"39,700",7.3,17.03,"35,430"
15.3,.51899999,.63,25.14,"52,300",3.2,24.32,"50,580"
22.700001,.65700001,.87,18.78,"39,060",2.6,17.78,"36,990"
17.4,.27200001,.88999999,23.57,"49,030",2.8,23.62,"49,130"
36.400002,.039999999,2.7,18.63,"38,760",8.2,17.39,"36,160"
3.3,11.08,1.17,17.32,"36,030",1,16.26,"33,820"
20.1,.18799999,.79000002,14.57,"30,300",4.3,14.15,"29,420"
26.799999,.221,1.8,17.22,"35,820",10.1,15.36,"31,940"
41,.068000004,.46000001,19.75,"41,090",3.2,19.67,"40,920"
13,.81800002,1.04,14.36,"29,860",3.4,13.42,"27,910"
22.299999,1.72,1.59,17.11,"35,590",3.9,15.5,"32,240"
3.4000001,2.7019999,.63,27.31,"56,800",1.4,25.46,"52,960"
18.4,1.015,.55000001,15.2,"31,620",2.7,14.18,"29,480"
9,.026000001,.1,20.79,"43,250",10.2,21.44,"44,600"
18,.186,.34,18.07,"37,580",2.9,17.72,"36,850"
5,4.9489999,.54000002,13.98,"29,090",1.3,13.1,"27,250"
8.8000002,1.5829999,1.23,13.13,"27,310",2.3,12.01,"24,990"
9.3999996,1.239,1.34,14.38,"29,900",3,14.01,"29,150"
16.1,.40000001,.37,13.06,"27,170",3.4,12.73,"26,490"
20.6,.075999998,.14,10.55,"21,940",3.5,10.1,"21,020"
21.4,.56099999,.52999997,11.89,"24,720",2.4,11.16,"23,210"
15.6,.116,.11,18.2,"37,860",3.2,17.81,"37,040"
19.5,.034000002,.2,23.46,"48,790",4.2,23.87,"49,650"
35.799999,.131,.25,12.61,"26,240",5.7,12.1,"25,170"
48.299999,.024,.13,15.21,"31,630",8.2,15.23,"31,670"
16.9,.38299999,.28999999,14.45,"30,060",3.5,13.78,"28,660"
12.4,.20999999,.40000001,15.44,"32,120",3.4,15.13,"31,470"
23.799999,.045000002,.22,18.16,"37,780",5.5,17.2,"35,770"
46.200001,.014,.11,20.25,"42,120",6.4,20.86,"43,380"
8,.73199999,.28,19.31,"40,150",2.7,18.49,"38,460"
33.400002,.017000001,.14,15.51,"32,270",6.2,14.76,"30,700"
16.799999,.249,.23,14.58,"30,320",2.6,14.19,"29,510"
36.299999,.089000002,.1,12.76,"26,540",6.5,11.64,"24,210"
12.5,.056000002,.11,20.59,"42,830",5,19.92,"41,440"
11.2,1.176,.44,18.06,"37,570",1.8,17.55,"36,500"
32.5,.039999999,.15000001,17.86,"37,150",4.2,17.17,"35,710"
24.299999,.068000004,.25999999,13.94,"29,000",5,12.81,"26,650"
32.099998,.027000001,.17,12.93,"26,880",6.3,11.47,"23,870"
29.5,.154,.69999999,18.2,"37,860",2.9,17.46,"36,310"
11.5,.89399999,.75,16.36,"34,020",3.5,15.76,"32,770"
15.6,.227,.66000003,13.74,"28,580",2.3,12.84,"26,710"
10.2,2.4330001,1.66,10.21,"21,230",1.5,9.47,"19,700"
18.4,.63700002,2.1199999,10.51,"21,850",2.9,9.86,"20,500"
15.3,1.258,1.3099999,11.72,"24,370",2.7,10.63,"22,100"
25.1,.023,.92000002,19.62,"40,800",28.7,13.19,"27,430"
20.9,.085000001,.58999997,15.29,"31,800",6.1,15.86,"32,980"
42.200001,.097000003,.97000003,11.42,"23,740",4.5,10.58,"22,000"
19.299999,.059999999,.41,13.67,"28,420",8,13.27,"27,600"
27.700001,.015,.07,15.9,"33,070",5.9,16.62,"34,560"
30.1,.082999997,.36000001,*,*,*,*,*
27.5,.064000003,.63,12.02,"25,000",4.8,10.84,"22,540"
15.2,.509,.74000001,18.7,"38,890",4.3,16.68,"34,700"
44.200001,.082999997,.67000002,17.87,"37,180",8.5,18.11,"37,670"
30.700001,.07,.19,14.09,"29,310",5.7,12.87,"26,780"
10.9,.207,.37,15.35,"31,920",5,14.27,"29,680"
30.1,.033,.14,37.31,"77,600",4.3,37.22,"77,420"
38.900002,.048,.20999999,23.65,"49,180",5.5,23.98,"49,870"
6.3000002,.47499999,.57999998,25.55,"53,130",1.5,24.36,"50,660"
17.9,.068000004,.77999997,27.03,"56,230",2.9,25.23,"52,470"
16.4,.086999997,.16,16.1,"33,480",4.8,15.83,"32,920"
15.5,.037999999,.11,17.71,"36,850",6.7,17.05,"35,450"
31.200001,.111,.5,17.24,"35,860",4.5,17.8,"37,030"
26.799999,.035,.17,15.19,"31,600",6.4,12.35,"25,680"
8.3000002,.74900001,.81999999,15.35,"31,930",2.6,14.55,"30,270"
20.799999,.131,.31,16.46,"34,250",4.1,15.86,"32,980"
26.5,.14300001,.27000001,17.17,"35,710",8.3,16.61,"34,560"
16.1,.033,.25999999,13.94,"29,000",4.3,12.71,"26,430"
6.0999999,1.628,.43000001,18.58,"38,640",2.3,16.34,"33,980"
31.6,.20900001,1.16,16.52,"34,350",5.7,17.21,"35,790"
18.799999,.28600001,1.14,17.56,"36,530",5.2,17.03,"35,430"
31.200001,.057999998,.61000001,19.02,"39,560",5,18.52,"38,530"
33.700001,.433,2.05,13.87,"28,850",3.9,13.21,"27,480"
10.8,1.6900001,.61000001,12,"24,960",2.2,10.84,"22,550"
9.6999998,.255,.41999999,15,"31,200",3.3,13.88,"28,870"
11.1,.30899999,.82999998,20.55,"42,740",4.4,18.35,"38,160"
30.5,.121,.76999998,15.11,"31,430",4.3,14.28,"29,710"
46.099998,.018999999,.17,18.42,"38,320",5.6,16.65,"34,640"
15.4,.022,.18000001,12.36,"25,710",5.3,12.58,"26,170"
38.900002,.026000001,.43000001,14.46,"30,090",7,14.81,"30,800"
46.5,.017999999,.30000001,14.11,"29,350",3.7,13.66,"28,410"
28.200001,.22400001,.76999998,12.29,"25,570",5.6,11.89,"24,740"
14.9,.17399999,.25999999,16.21,"33,730",3.7,15.88,"33,030"
25.200001,.037,.23999999,13.67,"28,440",5.1,13.81,"28,720"
21.700001,.81,.28999999,11.92,"24,800",2.3,10.94,"22,760"
14.4,.67199999,.37,12.1,"25,170",3.2,10.63,"22,120"
22.5,.113,1.95,24.72,"51,420",3.5,22.7,"47,210"
3.8,2.527,.91000003,26.13,"54,350",1.8,24.94,"51,870"
20.700001,1.45,2.46,*,"172,030",17,*,"146,820"
19.1,.505,1.87,*,"81,180",8,*,"68,450"
3.2,.278,1.74,60.7,"126,250",4.5,65.3,"135,830"
4.5999999,.139,2.0699999,26.03,"54,130",3.4,25.51,"53,050"
20.1,2.2539999,2.7,*,*,*,*,*
20.700001,.029999999,.28,11.8,"24,540",5.3,10.9,"22,660"
5.4000001,1.4960001,1.21,*,*,*,*,*
16,1.45,.41,12.84,"26,720",6.7,12.77,"26,560"
16.6,2.398,.80000001,11.34,"23,580",2.8,9.56,"19,880"
4.5,9.3940001,.76999998,19.73,"41,050",2,18.41,"38,290"
5.5999999,7.427,1.21,16.38,"34,060",2.5,14.59,"30,350"
9.5,1.3789999,.99000001,12.41,"25,810",2.4,11.8,"24,550"
37.5,.35100001,.88,15.38,"31,990",4.6,14.84,"30,860"
9.8999996,1.092,5.0300002,*,*,*,*,*
26.799999,.075000003,4.27,*,*,*,*,*
2.0999999,.035999998,1.5700001,16.05,"33,370",2.6,15.33,"31,880"
10.6,3.533,3.46,10.07,"20,950",1.8,9.35,"19,450"
22,.29100001,.34999999,12.53,"26,050",5.6,11.33,"23,560"
24.700001,.021,.43000001,16.98,"35,320",8.5,15.13,"31,470"
33.400002,.23100001,1.1,41.39,"86,090",7.8,41.57,"86,470"
23.1,.523,1.9400001,18.85,"39,220",4.8,17.46,"36,320"
39.599998,.079999998,.43000001,14.88,"30,950",3.6,14.23,"29,600"
18.5,.29899999,.98000002,25.24,"52,490",5.2,24.67,"51,310"
26.1,.273,.85000002,16.23,"33,760",3.8,15.24,"31,710"
6.3000002,2.461,.62,16.16,"33,610",1.5,15.38,"32,000"
7.5,2.4849999,.94999999,11.71,"24,350",2.7,10.16,"21,120"
3.5999999,17.914,.94,14.47,"30,100",4.3,12.22,"25,410"
18.5,.079000004,.15000001,11.91,"24,770",2.9,11.7,"24,330"
6.4000001,6.23,1.27,11.15,"23,200",3.2,9.88,"20,540"
8.8999996,.456,.56,19.3,"40,150",2.2,18.67,"38,840"
3.9000001,2.425,1.64,101.71,"211,560",2,#,#
1.9,20.712999,1.33,63.34,"131,740",1,52.53,"109,260"
7.8000002,.31799999,.88,*,"48,950",13.7,*,"29,050"
13.4,.72399998,3.6700001,50.49,"105,030",6.8,45.92,"95,520"
3.8,3.132,2.04,59.73,"124,240",1.2,54.66,"113,690"
3.3,4.5279999,1.74,62.76,"130,530",1.5,55.77,"116,000"
6.0999999,.79400003,1.6799999,57.3,"119,180",4.1,49.27,"102,490"
3.8,2.2260001,1.17,46.32,"96,350",1.4,41.72,"86,790"
5.6999998,2.9690001,1.16,67.19,"139,750",1.2,63.83,"132,770"
3,6.5159998,1.63,67.54,"140,490",1.6,59.12,"122,960"
2.9000001,1.449,1.2,49.28,"102,500",1.4,46.26,"96,220"
3.8,.71600002,1.45,52.64,"109,490",1.3,48.8,"101,500"
8,.18700001,1.71,58.74,"122,180",2.1,52.72,"109,650"
2.9000001,1.679,1.76,55.14,"114,690",1.1,50.32,"104,660"
7.8000002,.38699999,1.6,50.38,"104,790",3.4,47.06,"97,880"
18.9,.015,.46000001,29.4,"61,150",5.3,26.71,"55,550"
7.9000001,1.848,1,48.01,"99,860",3.8,44.65,"92,860"
12.5,.35499999,1.03,35.01,"72,810",5.3,26.44,"55,000"
2.5999999,1.959,1.12,*,"109,070",2.2,*,"107,150"
8.1000004,1.3660001,1.37,50.64,"105,330",3.2,43.64,"90,780"
12,.39500001,1.5599999,40.38,"84,000",4,36.46,"75,830"
25.299999,.045000002,.76999998,40.34,"83,910",8.4,43.04,"89,520"
25.4,.022,.72000003,36.81,"76,570",7.5,33.24,"69,140"
16,.176,.69,26.72,"55,580",5.3,21.69,"45,110"
3.2,2.2149999,.91000003,56.68,"117,900",1.8,49.89,"103,780"
0,.044,.44999999,38.6,"80,300",1.2,37.77,"78,570"
5.6999998,1.65,1.26,32.61,"67,820",3.9,29.65,"61,680"
6.0999999,.64999998,.64999998,31.81,"66,160",1.9,28.88,"60,070"
15.7,.057999998,.87,36.29,"75,480",5.3,35.47,"73,780"
27.799999,.043000001,.38999999,33.52,"69,720",9.9,24.61,"51,180"
3.5,2.3280001,.80000001,30.69,"63,830",1.1,29.1,"60,530"
8.1000004,1.887,.94999999,32.18,"66,930",2.9,31.31,"65,130"
31.4,.07,.62,33.74,"70,170",2.7,33.4,"69,470"
5.4000001,1.54,.75999999,35.35,"73,520",1.6,34.34,"71,420"
6.8000002,.94199997,.63999999,34.94,"72,660",1.7,32.96,"68,560"
3.5999999,3.8740001,1,29.5,"61,360",1.3,27.19,"56,560"
10.2,.90700001,1.65,26.22,"54,530",8.3,26.86,"55,860"
9.5,1.012,.89999998,30.53,"63,490",2,29.15,"60,640"
4.9000001,7.1659999,1.55,44.68,"92,940",3.1,38.03,"79,100"
8.6000004,.75999999,1.0599999,25.57,"53,180",2.7,24.74,"51,450"
7.4000001,.35600001,.69999999,28.03,"58,310",3.2,27,"56,170"
6.0999999,.55800003,.99000001,32.15,"66,860",1.6,30.04,"62,490"
5.5999999,1.6390001,.82999998,28.6,"59,480",1.6,27.11,"56,390"
3.7,4.5799999,1.09,30.23,"62,880",1.3,28.36,"58,980"
2.8,9.2040005,1.3099999,33.21,"69,070",1.9,30.12,"62,660"
4,9.2639999,1.0599999,39.54,"82,250",2.9,34.21,"71,160"
21.1,.32300001,.77999997,25.93,"53,940",10.8,23.25,"48,370"
8.8999996,.244,.63999999,36.63,"76,190",1.6,34.84,"72,460"
7.8000002,.583,1.11,35.68,"74,220",3.4,31.52,"65,570"
5.1999998,2.7379999,1.33,43.98,"91,470",3.4,38.06,"79,160"
9,2.052,1.46,59.77,"124,320",5.4,41.36,"86,030"
9.8000002,.94499999,1.5,38.45,"79,970",3.1,35.89,"74,640"
8.6000004,.35299999,.95999998,49.37,"102,680",5.5,45.94,"95,550"
18.6,.271,1.08,22.51,"46,810",2,22.17,"46,110"
6.3000002,2.0150001,.94,41.47,"86,270",3.4,34.42,"71,580"
.89999998,.193,.49000001,42.03,"87,410",3.4,42.08,"87,530"
23.700001,.73400003,1.52,17.75,"36,920",9,14.15,"29,430"
8.8000002,.88099998,1,43.79,"91,090",2.2,38.76,"80,630"
36.700001,.118,.60000002,59.15,"123,030",3.1,55.85,"116,160"
8,4.5710001,1.12,43.43,"90,340",1.2,42.87,"89,170"
10.5,.741,1,47.65,"99,110",1.5,46.1,"95,900"
12.4,2.1489999,1.24,43.79,"91,080",3.4,39.61,"82,400"
6.0999999,5.3860002,.89999998,46.55,"96,820",1.1,45.17,"93,960"
7.5,2.8050001,1.01,51.78,"107,710",1.3,50.79,"105,630"
