AREA,AREA_NAME,Short_name,OCC_TITLE,Short_title,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_MEDIAN,A_MEDIAN
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Industrial Truck and Tractor Operators,Industrial Truck and,"16,300",5.3,2.695,0.67,17.84,"37,110",1.4,16.22,"33,730"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Cleaners of Vehicles and Equipment,Cleaners of Vehicles,"21,810",6.1,3.607,1.38,13.1,"27,250",3.4,11.65,"24,240"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Laborers and Freight, Stock, and Material Movers, Hand",Laborers and Freight,"130,170",6.6,21.525,1.13,14.36,"29,870",1.2,12.31,"25,610"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Machine Feeders and Offbearers,Machine Feeders and ,"2,080",17.4,0.344,0.66,13.74,"28,580",2.6,12.24,"25,470"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Packers and Packagers, Hand",Packers and Packager,"45,360",11.4,7.501,1.53,12,"24,960",2.1,11.19,"23,270"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,Refuse and Recyclable Material Collectors,Refuse and Recyclabl,"3,900",17.7,0.645,0.8,25.55,"53,130",6.1,24.22,"50,370"
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"Material Moving Workers, All Other",Material Moving Work,"3,860",11.6,0.639,3.5,14.44,"30,030",4.6,12.2,"25,380"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Chief Executives,Chief Executives,"5,000",2.8,2.112,1.43,114.6,"238,360",1.5,#,#
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,General and Operations Managers,General and Operatio,"41,010",2.2,17.309,1.12,75.73,"157,510",1.1,63.94,"132,980"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Legislators,Legislators,260,7.1,0.108,0.3,*,"66,790",3.6,*,"61,730"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Advertising and Promotions Managers,Advertising and Prom,"1,000",15.3,0.424,2.15,62.77,"130,550",3,56.15,"116,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Marketing Managers,Marketing Managers,"9,370",4.2,3.955,2.57,84.79,"176,370",1.4,77.78,"161,770"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Sales Managers,Sales Managers,"11,590",3.1,4.89,1.88,72.63,"151,070",1.4,65.17,"135,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Public Relations and Fundraising Managers,Public Relations and,"2,070",7.1,0.873,1.85,72.88,"151,600",2.6,64.44,"134,040"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Administrative Services Managers,Administrative Servi,"6,770",3.5,2.858,1.51,61.91,"128,770",1.7,55.52,"115,490"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer and Information Systems Managers,Computer and Informa,"13,280",6.1,5.604,2.18,91.6,"190,520",1.4,85.93,"178,740"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Financial Managers,Financial Managers,"14,660",2.8,6.186,1.55,85.59,"178,020",1.8,76.76,"159,660"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Industrial Production Managers,Industrial Productio,"2,530",5.7,1.068,0.89,62.25,"129,480",2.3,55.88,"116,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Purchasing Managers,Purchasing Managers,"1,400",4.6,0.589,1.19,69.22,"143,990",2,65.97,"137,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Transportation, Storage, and Distribution Managers","Transportation, Stor","2,670",5.7,1.127,1.35,60.95,"126,770",2.1,56.75,"118,040"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Compensation and Benefits Managers,Compensation and Ben,440,7.8,0.186,1.71,74.54,"155,040",3.1,69.74,"145,050"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Human Resources Managers,Human Resources Mana,"3,820",3.6,1.61,1.68,76.65,"159,440",1.2,71.5,"148,720"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Training and Development Managers,Training and Develop,880,7.3,0.373,1.54,70.65,"146,950",2.3,64.95,"135,100"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Farmers, Ranchers, and Other Agricultural Managers","Farmers, Ranchers, a",60,21.9,0.027,0.83,41.45,"86,210",11.2,43.28,"90,020"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Construction Managers,Construction Manager,"5,090",5.3,2.148,1.16,65.66,"136,560",3.3,59.91,"124,610"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education Administrators, Preschool and Childcare Center/Program",Education Administra,"1,650",13.4,0.697,2.02,28.33,"58,940",4.1,26.03,"54,150"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education Administrators, Elementary and Secondary School",Education Administra,"2,540",4.6,1.07,0.61,*,"122,040",1.7,*,"122,370"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education Administrators, Postsecondary",Education Administra,"1,570",10.2,0.661,0.66,59.9,"124,590",3.9,54.37,"113,080"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Education Administrators, All Other",Education Administra,"1,080",11.4,0.455,1.79,44.11,"91,740",4.3,37.21,"77,390"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Architectural and Engineering Managers,Architectural and En,"5,550",9,2.342,1.86,83.28,"173,230",3.1,76.6,"159,320"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Food Service Managers,Food Service Manager,"5,360",8.2,2.263,1.55,26.73,"55,600",3.1,24.16,"50,250"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Funeral Service Managers,Funeral Service Mana,50,27,0.022,0.37,42.73,"88,880",18.7,35.94,"74,750"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Lodging Managers,Lodging Managers,690,18.3,0.29,1.13,38.73,"80,570",4.4,34.73,"72,230"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Medical and Health Services Managers,Medical and Health S,"5,150",4.7,2.175,0.89,66.12,"137,530",2.8,60.34,"125,500"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Natural Sciences Managers,Natural Sciences Man,"2,430",13.9,1.026,2.6,84.11,"174,950",4.1,75.26,"156,530"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Postmasters and Mail Superintendents,Postmasters and Mail,80,0,0.034,0.34,41.04,"85,360",1.7,40.04,"83,280"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Property, Real Estate, and Community Association Managers","Property, Real Estat","4,700",7,1.985,1.52,51.92,"107,990",4.1,42.77,"88,970"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Emergency Management Directors,Emergency Management,300,5.2,0.126,1.87,65.97,"137,220",3.3,64.79,"134,760"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Managers, All Other","Managers, All Other","11,980",4.1,5.055,1.68,76.06,"158,200",1.5,70.8,"147,270"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Agents and Business Managers of Artists, Performers, and Athletes",Agents and Business ,170,16.5,0.07,0.65,42.58,"88,560",23.5,27.78,"57,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Buyers and Purchasing Agents,Buyers and Purchasin,"7,630",4.2,3.221,1.11,36.36,"75,620",1.5,34.44,"71,630"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Ex","4,370",10.3,1.843,0.93,40.3,"83,820",1.9,40.42,"84,070"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Insurance Appraisers, Auto Damage",Insurance Appraisers,500,30.4,0.209,1.85,33.04,"68,720",3.5,32.55,"67,710"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Compliance Officers,Compliance Officers,"6,620",4.7,2.794,1.39,43.12,"89,690",1.3,42.9,"89,230"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Cost Estimators,Cost Estimators,"4,460",4.7,1.884,1.27,44.1,"91,740",2,39.32,"81,780"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Human Resources Specialists,Human Resources Spec,"12,040",3.6,5.082,1.31,41.7,"86,750",1.1,38.97,"81,070"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Labor Relations Specialists,Labor Relations Spec,"1,690",14.4,0.713,1.29,44.94,"93,460",5.8,42.96,"89,350"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Logisticians,Logisticians,"2,570",6.2,1.086,0.97,40.67,"84,590",1.5,37.71,"78,440"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Management Analysts,Management Analysts,"18,160",5.4,7.665,1.66,55.93,"116,330",2.8,47.66,"99,130"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Meeting, Convention, and Event Planners","Meeting, Convention,","2,520",6.5,1.063,1.48,32.11,"66,790",3.7,28.9,"60,100"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Fundraisers,Fundraisers,"2,460",8.5,1.036,2.03,31.91,"66,360",4.8,29.18,"60,690"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Compensation, Benefits, and Job Analysis Specialists","Compensation, Benefi","1,860",9.8,0.784,1.39,40.39,"84,010",1.7,37.85,"78,720"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Training and Development Specialists,Training and Develop,"5,280",6.6,2.226,1.13,41.23,"85,750",1.3,41,"85,280"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Market Research Analysts and Marketing Specialists,Market Research Anal,"22,100",9.7,9.328,2.23,43.85,"91,210",2,39.07,"81,260"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Business Operations Specialists, All Other",Business Operations ,"31,700",2.6,13.381,1.9,44.79,"93,160",1.7,40.37,"83,970"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Accountants and Auditors,Accountants and Audi,"26,240",3.9,11.073,1.27,44.21,"91,950",1.4,39.46,"82,080"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Appraisers and Assessors of Real Estate,Appraisers and Asses,490,20,0.205,0.5,45.43,"94,490",3.9,44.61,"92,780"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Budget Analysts,Budget Analysts,930,5.5,0.391,1.02,45.99,"95,670",1.9,44.67,"92,910"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Credit Analysts,Credit Analysts,"1,680",8.3,0.709,1.35,52.38,"108,950",3.9,46,"95,670"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Financial Analysts,Financial Analysts,"10,310",5,4.349,2.11,61.44,"127,800",2.7,50.29,"104,610"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Personal Financial Advisors,Personal Financial A,"6,550",8,2.765,1.96,80.47,"167,380",4.3,67.08,"139,530"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Insurance Underwriters,Insurance Underwrite,"1,130",26.6,0.478,0.76,44.22,"91,980",2.9,40.56,"84,360"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Financial Examiners,Financial Examiners,"1,200",6.8,0.505,1.37,58.56,"121,810",10.7,54.16,"112,650"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Credit Counselors,Credit Counselors,440,15,0.186,0.74,25.5,"53,030",4,23.09,"48,030"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Loan Officers,Loan Officers,"6,400",9.4,2.701,1.25,44.02,"91,570",3.4,34.66,"72,090"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Tax Examiners and Collectors, and Revenue Agents",Tax Examiners and Co,550,1.1,0.233,0.59,41.07,"85,430",1.2,39.4,"81,950"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Tax Preparers,Tax Preparers,"1,690",18.1,0.711,1.48,36.19,"75,280",5.5,33.38,"69,440"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Financial Specialists, All Other",Financial Specialist,"3,770",10.3,1.592,1.8,45.59,"94,820",3.5,39.7,"82,570"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer and Information Research Scientists,Computer and Informa,"1,330",24,0.563,2.88,60.37,"125,580",6.4,60.22,"125,260"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer Systems Analysts,Computer Systems Ana,"16,930",8.4,7.144,1.75,55.78,"116,020",1.4,53.53,"111,350"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Information Security Analysts,Information Security,"2,270",17.4,0.957,1.3,55.71,"115,880",1.2,56.24,"116,980"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer Programmers,Computer Programmers,"7,810",7.8,3.295,1.9,51.48,"107,070",2.5,50.65,"105,360"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Software Developers, Applications","Software Developers,","40,910",7.9,17.267,2.9,68.09,"141,630",4.5,64.13,"133,390"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Software Developers, Systems Software","Software Developers,","16,260",8,6.863,2.48,65.25,"135,710",1.1,64.42,"134,000"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Web Developers,Web Developers,"5,550",5.8,2.343,2.65,51.04,"106,160",2,50.19,"104,400"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Database Administrators,Database Administrat,"2,640",9.9,1.116,1.4,50.44,"104,920",1.3,50.97,"106,030"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Network and Computer Systems Administrators,Network and Computer,"8,550",5.6,3.608,1.37,51.75,"107,640",2.2,50.37,"104,760"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer Network Architects,Computer Network Arc,"4,200",12.7,1.771,1.6,63.32,"131,710",2.3,62.98,"130,990"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer User Support Specialists,Computer User Suppor,"13,300",5.3,5.612,1.3,33.61,"69,910",1.5,32.24,"67,050"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer Network Support Specialists,Computer Network Sup,"3,470",9,1.463,1.12,40.17,"83,560",2.2,37.37,"77,720"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Computer Occupations, All Other",Computer Occupations,"11,030",6.7,4.655,2.1,55.13,"114,670",1.4,53.11,"110,460"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Actuaries,Actuaries,350,35.5,0.146,1.08,64.18,"133,500",6.1,64.53,"134,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Mathematicians,Mathematicians,200,37.5,0.085,4.44,50.61,"105,260",5.9,51.68,"107,500"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Operations Research Analysts,Operations Research ,"2,550",9,1.074,1.44,52.42,"109,040",2.1,51.09,"106,260"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Statisticians,Statisticians,"1,080",8.1,0.456,1.78,54.84,"114,070",5.3,53.62,"111,530"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Architects, Except Landscape and Naval","Architects, Except L","4,050",7.4,1.708,2.36,48.64,"101,170",3.2,45.35,"94,330"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Landscape Architects,Landscape Architects,480,28.1,0.202,1.51,39.17,"81,470",5.6,35.68,"74,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Cartographers and Photogrammetrists,Cartographers and Ph,250,33.1,0.104,1.29,45.64,"94,930",4.7,47.52,"98,850"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Surveyors,Surveyors,650,14.2,0.274,0.9,45.48,"94,600",2.4,45.07,"93,750"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Aerospace Engineers,Aerospace Engineers,990,46.4,0.416,0.9,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Biomedical Engineers,Biomedical Engineers,760,9.4,0.32,2.27,47.57,"98,950",4.3,47.17,"98,120"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Civil Engineers,Civil Engineers,"9,170",6.3,3.868,1.84,54.83,"114,050",1.6,53.98,"112,270"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Computer Hardware Engineers,Computer Hardware En,"3,710",21.1,1.567,3.34,66.53,"138,390",2.3,65.49,"136,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Electrical Engineers,Electrical Engineers,"3,870",12.8,1.635,1.27,54.65,"113,670",2,55.24,"114,910"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Electronics Engineers, Except Computer",Electronics Engineer,"2,990",13.2,1.26,1.33,54.8,"113,980",1.4,54.05,"112,420"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Environmental Engineers,Environmental Engine,"1,530",14.1,0.645,1.75,54.38,"113,100",2.9,53.89,"112,090"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Health and Safety En,390,11.6,0.166,0.9,55,"114,400",2.1,54.9,"114,180"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Industrial Engineers,Industrial Engineers,"2,670",7.2,1.127,0.6,52.09,"108,350",2,50.94,"105,950"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Materials Engineers,Materials Engineers,430,11.2,0.183,0.96,57.43,"119,450",3.8,58.07,"120,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Mechanical Engineers,Mechanical Engineers,"3,050",7.5,1.289,0.63,54.19,"112,710",1.7,53.11,"110,480"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Engineers, All Other","Engineers, All Other","3,830",7.5,1.618,1.75,52.65,"109,510",3.4,53.82,"111,940"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Architectural and Civil Drafters,Architectural and Ci,"2,870",8.6,1.213,1.8,31.67,"65,870",2.1,30.46,"63,370"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Electrical and Electronics Drafters,Electrical and Elect,580,16.6,0.243,1.33,32.96,"68,550",3.7,31.04,"64,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Mechanical Drafters,Mechanical Drafters,540,14.2,0.229,0.56,32.84,"68,310",3.7,32.14,"66,860"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Drafters, All Other","Drafters, All Other",320,26.4,0.137,1.28,30.4,"63,240",3.8,29.04,"60,400"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Aerospace Engineering and Operations Technicians,Aerospace Engineerin,310,47.2,0.13,1.59,33.74,"70,180",8.2,34.24,"71,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Civil Engineering Technicians,Civil Engineering Te,"1,260",7.9,0.53,1.06,31.28,"65,070",2.5,30.1,"62,610"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Electrical and Electronics Engineering Technicians,Electrical and Elect,"3,600",13.3,1.52,1.69,33.62,"69,920",3.5,30.72,"63,890"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Electro-Mechanical Technicians,Electro-Mechanical T,480,15.9,0.202,2.21,29.73,"61,830",4.8,27.87,"57,970"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Environmental Engineering Technicians,Environmental Engine,530,26.2,0.222,1.8,29.99,"62,390",6.8,27.8,"57,820"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Industrial Engineering Technicians,Industrial Engineeri,500,29,0.21,0.46,34.96,"72,710",3.1,33.3,"69,260"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Mechanical Engineering Technicians,Mechanical Engineeri,480,22.7,0.202,0.66,29.76,"61,910",3.2,29.02,"60,350"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Engineering Technicians, Except Drafters, All Other",Engineering Technici,"1,140",14.7,0.481,0.9,36.77,"76,480",2.8,36.49,"75,890"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Surveying and Mapping Technicians,Surveying and Mappin,670,10,0.283,0.78,32.64,"67,900",4.9,32.66,"67,940"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Food Scientists and Technologists,Food Scientists and ,560,45.2,0.237,2.25,39.47,"82,090",6.3,38.22,"79,500"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Soil and Plant Scientists,Soil and Plant Scien,190,45.1,0.082,0.83,37.16,"77,300",5.2,35.68,"74,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Biochemists and Biophysicists,Biochemists and Biop,"1,880",16.8,0.792,4.12,51.68,"107,490",4.4,47.63,"99,080"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Microbiologists,Microbiologists,"1,150",35.9,0.483,3.15,48.52,"100,930",9.7,44.61,"92,790"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Zoologists and Wildlife Biologists,Zoologists and Wildl,230,35.5,0.097,0.78,39.34,"81,820",7.8,36.94,"76,830"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Biological Scientists, All Other",Biological Scientist,"2,640",9.7,1.115,4.23,44.32,"92,180",2.5,44.16,"91,850"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Conservation Scientists,Conservation Scienti,250,28.2,0.105,0.68,42.49,"88,370",4.9,42.87,"89,180"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Epidemiologists,Epidemiologists,250,8.5,0.107,2.21,49.83,"103,650",3.5,47.69,"99,200"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Medical Scientists, Except Epidemiologists","Medical Scientists, ","8,200",8.5,3.461,4.42,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Atmospheric and Space Scientists,Atmospheric and Spac,120,22.4,0.05,0.8,42.53,"88,460",4.2,42.94,"89,320"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Chemists,Chemists,"3,190",8,1.348,2.28,51.71,"107,560",5.4,46.45,"96,620"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Materials Scientists,Materials Scientists,170,39.9,0.071,1.36,47.45,"98,690",5,47.22,"98,220"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Environmental Scientists and Specialists, Including Health",Environmental Scient,"2,620",11,1.106,1.92,48.76,"101,410",3.8,47.84,"99,510"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Excep",510,10.5,0.214,1.07,47.44,"98,680",4.8,44.45,"92,450"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Hydrologists,Hydrologists,90,25.3,0.039,0.87,47.92,"99,680",3.2,48.34,"100,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Physical Scientists, All Other","Physical Scientists,",600,22.1,0.253,2.08,61.34,"127,590",2.3,60.07,"124,940"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Economists,Economists,380,21.7,0.161,1.17,56.43,"117,370",4.9,54.13,"112,590"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Survey Researchers,Survey Researchers,200,18.2,0.085,1.07,34.22,"71,170",6.8,29.86,"62,100"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Clinical, Counseling, and School Psychologists","Clinical, Counseling","2,460",9.5,1.036,1.37,49.96,"103,920",4,46.83,"97,410"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Psychologists, All Other","Psychologists, All O",350,22.5,0.147,1.63,48.41,"100,690",2.3,54.06,"112,450"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Sociologists,Sociologists,290,18.3,0.123,6.33,45.72,"95,100",3.3,46.5,"96,710"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Urban and Regional Planners,Urban and Regional P,"1,230",6.7,0.518,2.09,45.43,"94,490",2.3,43.76,"91,030"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Anthropologists and Archeologists,Anthropologists and ,190,39.1,0.08,1.86,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Social Scientists and Related Workers, All Other",Social Scientists an,830,20.2,0.348,1.4,38.15,"79,340",4,36,"74,880"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Agricultural and Food Science Technicians,Agricultural and Foo,520,34.3,0.218,1.47,*,*,*,*,*
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Biological Technicians,Biological Technicia,"3,220",15.8,1.36,2.58,27.87,"57,980",2.3,24.8,"51,590"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Chemical Technicians,Chemical Technicians,"1,130",14.5,0.475,1.05,26.01,"54,090",3.5,24.26,"50,450"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Social Science Research Assistants,Social Science Resea,640,16,0.272,1.23,27.75,"57,720",5.2,25.17,"52,350"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Environmental Science and Protection Technicians, Including Health",Environmental Scienc,760,15.6,0.319,1.38,31.3,"65,110",3.9,30.32,"63,060"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Forensic Science Technicians,Forensic Science Tec,220,9.7,0.093,0.88,41.07,"85,420",2,38.67,"80,430"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and ","1,080",20.8,0.454,0.97,31.01,"64,500",2.7,29.26,"60,860"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Educational, Guidance, School, and Vocational Counselors","Educational, Guidanc","3,550",9.4,1.497,0.79,30.62,"63,700",4.4,28.62,"59,540"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Marriage and Family Therapists,Marriage and Family ,"2,170",19.6,0.916,3.05,29,"60,320",4.6,27.5,"57,200"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Rehabilitation Counselors,Rehabilitation Couns,"1,940",31.6,0.819,1.12,18.07,"37,590",7,15.06,"31,320"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","Substance Abuse, Beh","3,530",8,1.488,0.88,26.19,"54,470",2.6,23.13,"48,110"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Counselors, All Other","Counselors, All Othe",900,49.4,0.38,1.99,25.56,"53,160",4.9,20.48,"42,600"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Child, Family, and School Social Workers","Child, Family, and S","3,210",8.7,1.353,0.63,26.24,"54,580",2.3,23.71,"49,320"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Healthcare Social Workers,Healthcare Social Wo,"2,580",13.8,1.088,0.93,36.5,"75,920",2.9,34.86,"72,510"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Mental Health and Substance Abuse Social Workers,Mental Health and Su,"2,070",16.4,0.874,1.11,31.26,"65,030",3.7,30.56,"63,550"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,"Social Workers, All Other","Social Workers, All ","1,190",2.8,0.503,1.23,39.75,"82,690",2.2,39.86,"82,900"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Health Educators,Health Educators,"1,690",12.2,0.715,1.76,35.79,"74,450",8.3,30.75,"63,960"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Probation Officers and Correctional Treatment Specialists,Probation Officers a,900,0.3,0.379,0.62,41.34,"85,980",3.1,41.88,"87,100"
41860,"San Francisco-Oakland-Hayward, CA",San Francisco,Social and Human Service Assistants,Social and Human Ser,"6,640",10.4,2.803,1.04,21,"43,680",3.3,19.51,"40,580"
