AREA,AREA_NAME,Short_name,OCC_TITLE,Short_title,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_MEDIAN,A_MEDIAN
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,"Transportation Workers, All Other",Transportation Worke,170,15.5,0.06,0.22,21.72,"45,180",5.4,25.09,"52,190"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Conveyor Operators and Tenders,Conveyor Operators a,310,19.5,0.11,0.59,18.16,"37,760",5.9,18.61,"38,700"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Crane and Tower Operators,Crane and Tower Oper,"1,300",14.4,0.462,1.51,29.16,"60,650",4.4,28.18,"58,610"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Excavating and Loading Machine and Dragline Operators,Excavating and Loadi,440,33,0.157,0.49,24.3,"50,540",6.7,21.77,"45,280"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Industrial Truck and Tractor Operators,Industrial Truck and,"8,100",9,2.879,0.72,19.17,"39,870",1.5,18.5,"38,470"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Cleaners of Vehicles and Equipment,Cleaners of Vehicles,"5,720",7.2,2.033,0.78,11.82,"24,580",2.2,10.79,"22,450"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,"Laborers and Freight, Stock, and Material Movers, Hand",Laborers and Freight,"57,740",3.9,20.524,1.08,15.22,"31,660",1.3,13.92,"28,950"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Machine Feeders and Offbearers,Machine Feeders and ,"1,420",14,0.504,0.97,14.74,"30,660",2.5,14.12,"29,380"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,"Packers and Packagers, Hand",Packers and Packager,"17,580",17.7,6.249,1.27,12.5,"25,990",3.5,11.21,"23,310"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Gas Compressor and Gas Pumping Station Operators,Gas Compressor and G,130,12.1,0.048,1.91,23.6,"49,090",2.3,22.48,"46,750"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,"Pump Operators, Except Wellhead Pumpers","Pump Operators, Exce",60,20.6,0.023,0.28,27.01,"56,180",3.1,27.11,"56,400"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,Refuse and Recyclable Material Collectors,Refuse and Recyclabl,"1,700",11.9,0.604,0.75,20.8,"43,260",2,20.99,"43,650"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,"Material Moving Workers, All Other",Material Moving Work,110,48.7,0.04,0.22,18.11,"37,680",9,17.76,"36,940"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Chief Executives,Chief Executives,"1,470",11.8,0.421,0.29,124.44,"258,840",4.2,#,#
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,General and Operations Managers,General and Operatio,"50,160",2.1,14.393,0.93,68.54,"142,570",1.2,55.73,"115,920"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Legislators,Legislators,220,11.3,0.064,0.18,*,"37,600",6.4,*,"19,570"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Advertising and Promotions Managers,Advertising and Prom,440,12.2,0.125,0.63,55.6,"115,650",5,46.58,"96,880"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Marketing Managers,Marketing Managers,"4,110",5.6,1.178,0.77,68.1,"141,640",2.2,65.44,"136,120"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Sales Managers,Sales Managers,"8,440",4.7,2.421,0.93,69.45,"144,470",2,61.62,"128,170"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Public Relations and Fundraising Managers,Public Relations and,"1,350",6.3,0.389,0.82,64.73,"134,650",2.1,56.98,"118,510"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Administrative Services Managers,Administrative Servi,"6,110",4.2,1.752,0.92,56.04,"116,550",1.7,50.09,"104,200"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer and Information Systems Managers,Computer and Informa,"7,630",4.2,2.19,0.85,79.08,"164,500",1.7,73.44,"152,760"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Industrial Production Managers,Industrial Productio,"3,110",4.8,0.893,0.74,56.33,"117,160",1.9,51.05,"106,180"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Purchasing Managers,Purchasing Managers,"1,990",4.4,0.572,1.16,61.59,"128,110",1.6,59.66,"124,100"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Transportation, Storage, and Distribution Managers","Transportation, Stor","3,450",5.6,0.99,1.19,50.07,"104,150",2,44.35,"92,250"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Compensation and Benefits Managers,Compensation and Ben,250,9.2,0.071,0.65,62.05,"129,060",2.9,57.51,"119,630"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Human Resources Managers,Human Resources Mana,"2,530",4.3,0.725,0.76,66.04,"137,370",1.4,60.43,"125,700"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Training and Development Managers,Training and Develop,590,7.9,0.171,0.71,64.95,"135,100",2.9,59.99,"124,780"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Construction Managers,Construction Manager,"8,150",7.6,2.338,1.26,47.89,"99,610",1.6,46.9,"97,550"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Education Administrators, Preschool and Childcare Center/Program",Education Administra,610,15.4,0.176,0.51,22.71,"47,240",6.1,20.93,"43,530"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Education Administrators, Elementary and Secondary School",Education Administra,"6,910",2.4,1.984,1.13,*,"89,330",1.2,*,"86,020"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Education Administrators, Postsecondary",Education Administra,"1,210",19.5,0.347,0.35,55.55,"115,550",4.9,45.31,"94,240"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Education Administrators, All Other",Education Administra,300,15.7,0.085,0.34,39.61,"82,380",5.7,36.13,"75,140"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Architectural and Engineering Managers,Architectural and En,"3,690",6.8,1.059,0.84,75.73,"157,510",2.7,70.92,"147,520"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Food Service Managers,Food Service Manager,"3,150",10.6,0.903,0.62,31.34,"65,180",3.5,28.86,"60,020"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Funeral Service Managers,Funeral Service Mana,80,11.8,0.022,0.37,*,*,*,*,*
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Lodging Managers,Lodging Managers,830,15.5,0.239,0.93,24.69,"51,360",4.8,21.31,"44,330"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Medical and Health Services Managers,Medical and Health S,"6,500",4.8,1.866,0.77,53.69,"111,670",2.9,47.4,"98,590"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Natural Sciences Managers,Natural Sciences Man,430,20.4,0.124,0.31,63.34,"131,750",4.2,58.89,"122,480"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Postmasters and Mail Superintendents,Postmasters and Mail,110,0,0.033,0.33,40.53,"84,290",1.1,39.81,"82,810"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Property, Real Estate, and Community Association Managers","Property, Real Estat","3,710",9.8,1.064,0.81,50.35,"104,730",6.9,36.55,"76,020"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Social and Community Service Managers,Social and Community,830,11.2,0.239,0.24,41.61,"86,560",4.4,40.68,"84,600"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Emergency Management Directors,Emergency Management,100,7.3,0.027,0.41,45.2,"94,010",6.2,38.53,"80,150"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Managers, All Other","Managers, All Other","6,050",9.5,1.735,0.58,63.93,"132,970",2.4,61.43,"127,780"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Agents and Business Managers of Artists, Performers, and Athletes",Agents and Business ,130,18.8,0.038,0.35,41.91,"87,170",10.6,37.28,"77,550"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Buyers and Purchasing Agents,Buyers and Purchasin,"11,750",3.2,3.372,1.16,33.27,"69,200",1.3,31.12,"64,740"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Claims Adjusters, Examiners, and Investigators","Claims Adjusters, Ex","8,490",9.2,2.437,1.23,35.21,"73,230",4.2,33.04,"68,720"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Insurance Appraisers, Auto Damage",Insurance Appraisers,830,16.8,0.238,2.1,28.37,"59,020",4.2,27.32,"56,830"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Compliance Officers,Compliance Officers,"6,630",4,1.902,0.94,36.53,"75,980",1.6,35.22,"73,270"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Cost Estimators,Cost Estimators,"5,350",5.7,1.535,1.04,35.32,"73,460",1.7,33.78,"70,270"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Human Resources Specialists,Human Resources Spec,"15,210",3.7,4.364,1.12,33.59,"69,880",2.1,30.36,"63,140"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Labor Relations Specialists,Labor Relations Spec,"1,030",18.4,0.296,0.54,30.09,"62,580",10.5,30.54,"63,530"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Logisticians,Logisticians,"4,570",7.6,1.312,1.17,39.36,"81,870",1.5,36.71,"76,360"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Management Analysts,Management Analysts,"13,090",4.7,3.756,0.81,44.4,"92,350",1.3,41.97,"87,290"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Meeting, Convention, and Event Planners","Meeting, Convention,","2,540",7.5,0.73,1.02,27.27,"56,730",2.7,24.34,"50,630"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Fundraisers,Fundraisers,"1,650",15,0.474,0.93,29.61,"61,590",3.4,27.13,"56,420"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Compensation, Benefits, and Job Analysis Specialists","Compensation, Benefi","1,810",8.6,0.519,0.92,36.49,"75,900",3.9,33.44,"69,550"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Training and Development Specialists,Training and Develop,"7,240",3.6,2.079,1.06,33.17,"69,000",1.3,31.62,"65,770"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Market Research Analysts and Marketing Specialists,Market Research Anal,"10,940",4.3,3.138,0.75,38.46,"80,010",2.3,33.77,"70,240"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Business Operations Specialists, All Other",Business Operations ,"25,950",3.6,7.445,1.06,38.84,"80,780",1.3,36.66,"76,240"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Accountants and Auditors,Accountants and Audi,"40,200",8.1,11.535,1.32,39.89,"82,970",0.9,36.33,"75,580"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Appraisers and Assessors of Real Estate,Appraisers and Asses,"1,470",27.5,0.423,1.02,35.44,"73,710",12.7,29.9,"62,180"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Budget Analysts,Budget Analysts,"1,340",8.4,0.384,1,42.76,"88,950",2.1,41.16,"85,600"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Credit Analysts,Credit Analysts,"3,380",8.1,0.969,1.84,44.72,"93,020",3.2,37.68,"78,380"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Financial Analysts,Financial Analysts,"10,210",10.4,2.931,1.42,43.95,"91,410",2,39.87,"82,940"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Personal Financial Advisors,Personal Financial A,"4,300",11.3,1.233,0.88,61.29,"127,490",6.4,48.61,"101,110"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Insurance Underwriters,Insurance Underwrite,"2,480",15,0.712,1.13,33.02,"68,680",3.6,30.22,"62,860"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Financial Examiners,Financial Examiners,"1,620",23,0.463,1.26,50.72,"105,500",3.9,45.59,"94,820"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Credit Counselors,Credit Counselors,590,18.6,0.169,0.67,27.17,"56,510",7.2,24.45,"50,870"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Loan Officers,Loan Officers,"8,060",9.2,2.312,1.07,42.95,"89,350",5,33.22,"69,110"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Tax Examiners and Collectors, and Revenue Agents",Tax Examiners and Co,560,4.6,0.162,0.41,38.85,"80,800",1.7,38.2,"79,460"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Tax Preparers,Tax Preparers,"2,060",13.4,0.591,1.23,23.43,"48,740",11.2,20.08,"41,760"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Financial Specialists, All Other",Financial Specialist,"3,140",10.6,0.9,1.02,35.91,"74,690",3.1,34.83,"72,440"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer and Information Research Scientists,Computer and Informa,800,30.9,0.229,1.17,45.81,"95,290",16.6,46.5,"96,720"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer Systems Analysts,Computer Systems Ana,"22,750",7.9,6.527,1.6,46.73,"97,200",1.2,44.4,"92,360"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Information Security Analysts,Information Security,"3,560",9.6,1.022,1.38,45.13,"93,870",3.5,44.01,"91,530"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer Programmers,Computer Programmers,"8,370",9.3,2.402,1.38,41.16,"85,600",2,40.07,"83,340"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Software Developers, Applications","Software Developers,","30,200",5.8,8.666,1.45,52.52,"109,240",1.1,52.93,"110,090"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Software Developers, Systems Software","Software Developers,","9,900",8,2.84,1.03,53.14,"110,530",1.7,52.21,"108,590"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Web Developers,Web Developers,"2,920",9.3,0.838,0.95,35.82,"74,500",1.8,34.6,"71,960"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Database Administrators,Database Administrat,"4,240",4.6,1.217,1.53,45.2,"94,010",1.2,45.36,"94,350"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Network and Computer Systems Administrators,Network and Computer,"12,100",5.3,3.471,1.32,44.62,"92,810",1.1,43.48,"90,450"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer Network Architects,Computer Network Arc,"5,610",6.8,1.61,1.45,56.84,"118,230",1.5,56.64,"117,800"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer User Support Specialists,Computer User Suppor,"21,240",4.9,6.096,1.42,25.52,"53,080",1.5,24.49,"50,940"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer Network Support Specialists,Computer Network Sup,"7,090",9.6,2.035,1.56,38.83,"80,760",2.3,38.34,"79,740"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Computer Occupations, All Other",Computer Occupations,"7,780",10.5,2.231,1.01,46.98,"97,720",1.5,46.92,"97,600"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Actuaries,Actuaries,330,26.1,0.096,0.71,61.18,"127,250",6.2,52.09,"108,360"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Operations Research Analysts,Operations Research ,"4,850",6.6,1.393,1.87,40.53,"84,300",4.1,38.26,"79,580"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Statisticians,Statisticians,530,9.4,0.151,0.59,43.02,"89,480",4,40.5,"84,240"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Architects, Except Landscape and Naval","Architects, Except L","3,490",11.2,1,1.38,50.19,"104,400",4.9,46.24,"96,180"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Cartographers and Photogrammetrists,Cartographers and Ph,430,14.2,0.123,1.54,30.46,"63,350",6.1,29.64,"61,660"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Surveyors,Surveyors,710,13.9,0.204,0.67,29.16,"60,640",2.9,27.29,"56,760"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Aerospace Engineers,Aerospace Engineers,"3,060",15.7,0.878,1.9,56.6,"117,730",1.4,55.51,"115,460"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Biomedical Engineers,Biomedical Engineers,290,30.7,0.082,0.58,53.5,"111,280",7.5,51.84,"107,830"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Chemical Engineers,Chemical Engineers,970,28.8,0.279,1.19,71.56,"148,850",4.2,64.7,"134,580"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Civil Engineers,Civil Engineers,"5,310",7.2,1.525,0.73,45.41,"94,450",1.6,42.07,"87,500"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Computer Hardware Engineers,Computer Hardware En,760,18.8,0.218,0.47,51.66,"107,460",2.7,51.53,"107,190"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Electrical Engineers,Electrical Engineers,"5,230",9.4,1.501,1.17,50,"104,000",3.1,47.23,"98,230"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Electronics Engineers, Except Computer",Electronics Engineer,"6,110",5.5,1.753,1.85,53.88,"112,080",3.7,52.85,"109,930"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Environmental Engineers,Environmental Engine,710,19.3,0.205,0.55,46.48,"96,670",2.3,47.89,"99,620"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Health and Safety En,790,24.5,0.228,1.24,50.94,"105,950",2.7,46.06,"95,810"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Industrial Engineers,Industrial Engineers,"6,370",6.4,1.827,0.98,47.98,"99,800",2.4,46.77,"97,270"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Materials Engineers,Materials Engineers,810,15.3,0.231,1.21,49.03,"101,980",3.7,46.81,"97,370"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Mechanical Engineers,Mechanical Engineers,"5,380",6.9,1.543,0.76,50.15,"104,310",3.8,43.93,"91,380"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Mining and Geological Engineers, Including Mining Safety Engineers",Mining and Geologica,150,25.9,0.044,1.01,*,*,*,*,*
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Petroleum Engineers,Petroleum Engineers,"2,060",23.4,0.592,2.64,86.31,"179,520",3.9,76.82,"159,790"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Engineers, All Other","Engineers, All Other","3,110",6.6,0.894,0.97,52.35,"108,890",2.8,48.99,"101,890"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Architectural and Civil Drafters,Architectural and Ci,"3,330",11,0.957,1.42,26.51,"55,140",2.6,24.99,"51,970"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Electrical and Electronics Drafters,Electrical and Elect,"1,120",14.7,0.32,1.75,28.55,"59,390",4.2,27.4,"56,990"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Mechanical Drafters,Mechanical Drafters,"1,080",12.1,0.309,0.76,26.87,"55,880",2.3,25.85,"53,770"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Drafters, All Other","Drafters, All Other",620,14.9,0.179,1.67,24.68,"51,340",3.2,23.81,"49,520"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Aerospace Engineering and Operations Technicians,Aerospace Engineerin,410,20.6,0.118,1.44,27.82,"57,870",9.8,24.83,"51,650"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Civil Engineering Technicians,Civil Engineering Te,"1,830",9.7,0.524,1.05,25.56,"53,160",2.5,23.76,"49,420"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Electrical and Electronics Engineering Technicians,Electrical and Elect,"2,770",7.6,0.795,0.88,30.28,"62,980",1.8,31.11,"64,700"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Electro-Mechanical Technicians,Electro-Mechanical T,570,22,0.163,1.78,30.99,"64,460",5.6,30.49,"63,410"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Environmental Engineering Technicians,Environmental Engine,130,33.4,0.037,0.3,32.11,"66,790",9.4,27.37,"56,920"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Industrial Engineering Technicians,Industrial Engineeri,"1,570",11.2,0.451,0.99,33.07,"68,780",7.6,31.19,"64,880"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Mechanical Engineering Technicians,Mechanical Engineeri,"1,160",12.8,0.334,1.1,27.39,"56,970",5.1,25.18,"52,380"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Engineering Technicians, Except Drafters, All Other",Engineering Technici,"1,590",18.4,0.456,0.85,28.2,"58,650",4.8,27.49,"57,180"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Surveying and Mapping Technicians,Surveying and Mappin,"1,470",14.8,0.422,1.16,22.01,"45,770",2.8,20.4,"42,420"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Food Scientists and Technologists,Food Scientists and ,340,36.8,0.099,0.94,*,*,*,*,*
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Soil and Plant Scientists,Soil and Plant Scien,160,47.7,0.045,0.45,29.12,"60,580",17.6,23.65,"49,190"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Microbiologists,Microbiologists,110,10.8,0.031,0.2,38.74,"80,590",11.7,33.36,"69,400"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Zoologists and Wildlife Biologists,Zoologists and Wildl,30,38.1,0.009,0.07,25.91,"53,900",12,26.26,"54,610"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Conservation Scientists,Conservation Scienti,120,6.2,0.034,0.22,27.37,"56,930",2.1,26.16,"54,410"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Epidemiologists,Epidemiologists,40,18.7,0.013,0.27,43.04,"89,530",7.7,37.12,"77,220"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Medical Scientists, Except Epidemiologists","Medical Scientists, ",500,14.4,0.145,0.18,38.99,"81,090",5.9,29.1,"60,520"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Physicists,Physicists,120,17.9,0.033,0.29,60.45,"125,740",2.9,58.93,"122,580"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Atmospheric and Space Scientists,Atmospheric and Spac,140,44.9,0.04,0.63,47.04,"97,840",3.6,48.36,"100,600"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Chemists,Chemists,"1,010",24.4,0.291,0.49,38.06,"79,160",4.2,33.4,"69,460"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Materials Scientists,Materials Scientists,70,34.9,0.021,0.4,56.51,"117,530",9.1,49.77,"103,510"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Environmental Scientists and Specialists, Including Health",Environmental Scient,"1,120",14.4,0.322,0.56,44.79,"93,170",13.2,36.17,"75,230"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Geoscientists, Except Hydrologists and Geographers","Geoscientists, Excep",710,16.3,0.204,1.02,*,*,*,*,*
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Hydrologists,Hydrologists,50,17.1,0.014,0.32,44.5,"92,550",6.8,43.14,"89,730"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Economists,Economists,300,46,0.086,0.63,53.46,"111,190",3.3,48.49,"100,860"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Survey Researchers,Survey Researchers,260,36.5,0.075,0.95,26.13,"54,340",14.1,20.12,"41,850"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Clinical, Counseling, and School Psychologists","Clinical, Counseling","1,590",9.8,0.457,0.6,37.06,"77,090",4.8,34.6,"71,970"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Urban and Regional Planners,Urban and Regional P,580,7.4,0.166,0.67,36.25,"75,410",2.2,33.93,"70,570"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Anthropologists and Archeologists,Anthropologists and ,30,40.2,0.009,0.21,35.23,"73,280",8.4,37.6,"78,210"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Political Scientists,Political Scientists,40,44.9,0.011,0.25,28.42,"59,120",21.9,30.61,"63,670"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Social Scientists and Related Workers, All Other",Social Scientists an,320,20.3,0.091,0.37,38.25,"79,560",2,38.13,"79,310"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Agricultural and Food Science Technicians,Agricultural and Foo,190,34.4,0.054,0.37,17.93,"37,290",3.4,17.91,"37,260"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Biological Technicians,Biological Technicia,870,44,0.251,0.48,20.92,"43,520",2.5,20.16,"41,930"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Chemical Technicians,Chemical Technicians,"1,070",24,0.307,0.68,22.74,"47,300",2.9,20.5,"42,640"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Geological and Petroleum Technicians,Geological and Petro,800,13.1,0.231,2.22,36.47,"75,860",6.8,32.11,"66,790"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Environmental Science and Protection Technicians, Including Health",Environmental Scienc,470,18.6,0.136,0.59,24.88,"51,750",3.1,22.7,"47,220"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Forensic Science Technicians,Forensic Science Tec,320,19.3,0.091,0.86,26.54,"55,190",3.7,25.09,"52,200"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and ",960,13.9,0.276,0.59,24.45,"50,860",5,24.33,"50,610"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Educational, Guidance, School, and Vocational Counselors","Educational, Guidanc","6,310",3.6,1.811,0.95,32.38,"67,340",1.5,32.44,"67,470"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Marriage and Family Therapists,Marriage and Family ,410,31,0.118,0.39,20.81,"43,290",9.4,18.37,"38,210"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Rehabilitation Counselors,Rehabilitation Couns,570,20.2,0.164,0.22,22.06,"45,880",2.5,22.15,"46,080"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","Substance Abuse, Beh","2,170",10.9,0.624,0.37,23.25,"48,350",4.7,20.4,"42,430"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Counselors, All Other","Counselors, All Othe","1,310",6.8,0.375,1.97,33.11,"68,870",1.8,33.31,"69,280"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,"Child, Family, and School Social Workers","Child, Family, and S","3,420",5.3,0.983,0.46,22.2,"46,180",2.6,20.8,"43,260"
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,Healthcare Social Workers,Healthcare Social Wo,"2,420",7.7,0.693,0.59,28.13,"58,510",3.4,26.83,"55,800"
